time,G(i),H_sun,T2m,WS10m,Int
20230127:0111,0,0,5.53,2.34,0
20230127:0211,0,0,5.45,2.21,0
20230127:0311,0,0,5.34,2.34,0
20230127:0411,0,0,5.47,2.34,0
20230127:0511,0,0,5.41,1.79,0
20230127:0611,0,0,5.31,1.24,0
20230127:0711,0,0,5.55,0.97,0
20230127:0811,0,0,5.54,1.03,0
20230127:0911,14.7,4.17,5.54,1.24,0
20230127:1011,46.86,10.51,5.91,1.52,0
20230127:1111,67.99,15.21,6.84,1.45,0
20230127:1211,94.93,17.89,7.36,1.72,0
20230127:1311,149.47,18.28,7.55,2.21,0
20230127:1411,147.32,16.36,7.54,2.48,0
20230127:1511,217.56,12.31,7.47,2.83,0
20230127:1611,129.82,6.48,7.43,3.59,0
20230127:1711,0,0,7.33,4.21,0
20230127:1811,0,0,7.31,4.76,0
20230127:1911,0,0,7.32,4.97,0
20230127:2011,0,0,7.29,4.69,0
20230127:2111,0,0,7.28,4.28,0
20230127:2211,0,0,7.3,4.55,0
20230127:2311,0,0,7.32,4.28,0
20230128:0011,0,0,7.56,4.41,0
20230128:0111,0,0,7.78,4.55,0
20230128:0211,0,0,7.9,4.21,0
20230128:0311,0,0,7.93,3.17,0
20230128:0411,0,0,7.87,2.21,0
20230128:0511,0,0,7.8,2.28,0
20230128:0611,0,0,7.73,2.76,0
20230128:0711,0,0,7.63,2.83,0
20230128:0811,0,0,7.48,2.9,0
20230128:0911,142.85,4.37,7.4,2.69,0
20230128:1011,200.07,10.73,7.17,2.21,0
20230128:1111,267.41,15.45,7.54,1.93,0
20230128:1211,250.71,18.14,7.88,1.79,0
20230128:1311,539.17,18.55,8.21,1.59,0
20230128:1411,352.73,16.62,8.23,2.76,0
20230128:1511,194.85,12.57,8.17,2.97,0
20230128:1611,69.79,6.73,7.84,3.45,0
20230128:1711,0,0,7.47,3.17,0
20230128:1811,0,0,7.11,2.41,0
20230128:1911,0,0,6.92,2.21,0
20230128:2011,0,0,6.81,2.28,0
20230128:2111,0,0,6.93,2.41,0
20230128:2211,0,0,6.73,2.48,0
20230128:2311,0,0,6.96,2.83,0
20230129:0011,0,0,7.34,3.1,0
20230129:0111,0,0,7.47,3.52,0
20230129:0211,0,0,7.6,4.55,0
20230129:0311,0,0,7.8,5.31,0
20230129:0411,0,0,8.02,5.59,0
20230129:0511,0,0,8.24,5.72,0
20230129:0611,0,0,8.54,6.07,0
20230129:0711,0,0,8.7,6.83,0
20230129:0811,0,0,8.83,7.45,0
20230129:0911,3.68,4.58,9.05,7.66,0
20230129:1011,26.64,10.96,9.34,7.03,0
20230129:1111,86.19,15.69,9.51,7.38,0
20230129:1211,127.66,18.4,9.72,7.66,0
20230129:1311,135.53,18.82,10.01,8.62,0
20230129:1411,54.21,16.9,10.06,9.1,0
20230129:1511,25.73,12.83,10.01,9.17,0
20230129:1611,138.54,6.99,10.11,9.93,0
20230129:1711,0,0,10.09,9.38,0
20230129:1811,0,0,9.56,8.76,0
20230129:1911,0,0,8.98,8.41,0
20230129:2011,0,0,8.38,8,0
20230129:2111,0,0,7.82,7.38,0
20230129:2211,0,0,7.64,7.24,0
20230129:2311,0,0,7.57,7.03,0
20230130:0011,0,0,7.6,6.69,0
20230130:0111,0,0,7.59,6.21,0
20230130:0211,0,0,7.57,5.93,0
20230130:0311,0,0,7.67,5.86,0
20230130:0411,0,0,7.72,5.66,0
20230130:0511,0,0,7.76,5.03,0
20230130:0611,0,0,7.66,4.69,0
20230130:0711,0,0,7.67,4.48,0
20230130:0811,0,0,7.65,4,0
20230130:0911,46.43,4.8,7.74,4.21,0
20230130:1011,59.59,11.19,8.15,4.97,0
20230130:1111,233.51,15.94,8.53,6.07,0
20230130:1211,102.39,18.66,8.59,6.9,0
20230130:1311,96.67,19.09,8.44,6.55,0
20230130:1411,54.21,17.17,8.42,6.9,0
20230130:1511,108.58,13.11,8.66,7.31,0
20230130:1611,71.47,7.25,9.07,7.79,0
20230130:1711,0,0,9.26,8.28,0
20230130:1811,0,0,9.5,8.76,0
20230130:1911,0,0,9.46,9.38,0
20230130:2011,0,0,9.35,9.03,0
20230130:2111,0,0,9.32,9.17,0
20230130:2211,0,0,9.56,10,0
20230130:2311,0,0,9.7,10.41,0
20230131:0011,0,0,9.82,10.41,0
20230131:0111,0,0,9.8,10.07,0
20230131:0211,0,0,8.85,9.72,0
20230131:0311,0,0,8.19,9.38,0
20230131:0411,0,0,8.19,8.9,0
20230131:0511,0,0,8.46,9.31,0
20230131:0611,0,0,8.2,9.17,0
20230131:0711,0,0,7.98,8.14,0
20230131:0811,0,0,7.9,8.14,0
20230131:0911,125.93,5.02,7.88,8.41,0
20230131:1011,26.64,11.42,7.88,8.76,0
20230131:1111,487.6,16.2,8.13,9.79,0
20230131:1211,618.64,18.93,8.36,10.76,0
20230131:1311,625.93,19.37,8.43,10.69,0
20230131:1411,410.15,17.45,8.56,11.38,0
20230131:1511,94.26,13.38,8.54,10.9,0
20230131:1611,99.74,7.52,8.46,10,0
20230131:1711,0,0,8.25,9.66,0
20230131:1811,0,0,8.37,10.21,0
20230131:1911,0,0,8.52,10.62,0
20230131:2011,0,0,8.6,10.69,0
20230131:2111,0,0,8.6,10.48,0
20230131:2211,0,0,8.29,10.97,0
20230131:2311,0,0,8.47,10.48,0
20230201:0011,0,0,8.46,10.41,0
20230201:0111,0,0,8.76,10.76,0
20230201:0211,0,0,8.72,10.83,0
20230201:0311,0,0,8.87,10.62,0
20230201:0411,0,0,8.85,10.34,0
20230201:0511,0,0,8.87,10.41,0
20230201:0611,0,0,9.01,10.28,0
20230201:0711,0,0,9.06,10.69,0
20230201:0811,0,0,9.21,10.83,0
20230201:0911,40.71,5.24,9.27,10.97,0
20230201:1011,35.83,11.67,9.1,10.48,0
20230201:1111,50.53,16.46,9.21,9.93,0
20230201:1211,62.48,19.21,9.5,9.93,0
20230201:1311,497.69,19.65,9.67,10.21,0
20230201:1411,105.76,17.73,9.56,9.59,0
20230201:1511,102.23,13.66,9.58,8.69,0
20230201:1611,32.16,7.79,9.55,8.21,0
20230201:1711,0,0,9.38,8.14,0
20230201:1811,0,0,9.31,8.48,0
20230201:1911,0,0,9.5,8.9,0
20230201:2011,0,0,9.51,9.17,0
20230201:2111,0,0,9.45,9.24,0
20230201:2211,0,0,9.58,9.31,0
20230201:2311,0,0,9.65,9.1,0
20230202:0011,0,0,9.58,9.24,0
20230202:0111,0,0,9.57,9.31,0
20230202:0211,0,0,9.57,9.38,0
20230202:0311,0,0,9.5,9.59,0
20230202:0411,0,0,9.53,9.59,0
20230202:0511,0,0,9.53,9.52,0
20230202:0611,0,0,9.55,9.45,0
20230202:0711,0,0,9.57,9.52,0
20230202:0811,0,0,9.61,9.66,0
20230202:0911,74.38,5.47,9.64,9.79,0
20230202:1011,40.43,11.92,9.57,10.34,0
20230202:1111,205.12,16.73,9.74,10.69,0
20230202:1211,72.58,19.49,9.79,10,0
20230202:1311,117.12,19.94,9.82,10.41,0
20230202:1411,269.33,18.02,9.96,10.07,0
20230202:1511,279.91,13.94,9.94,10.14,0
20230202:1611,261.76,8.06,9.89,10.76,0
20230202:1711,0,0,9.88,10.14,0
20230202:1811,0,0,9.83,9.93,0
20230202:1911,0,0,9.89,9.86,0
20230202:2011,0,0,9.88,9.79,0
20230202:2111,0,0,9.83,9.31,0
20230202:2211,0,0,9.84,9.31,0
20230202:2311,0,0,9.8,8.62,0
20230203:0011,0,0,9.78,8.48,0
20230203:0111,0,0,9.77,8.41,0
20230203:0211,0,0,9.76,8.07,0
20230203:0311,0,0,9.73,7.93,0
20230203:0411,0,0,9.76,8.14,0
20230203:0511,0,0,9.62,8.28,0
20230203:0611,0,0,9.53,8,0
20230203:0711,0,0,9.42,7.52,0
20230203:0811,0,0,9.31,7.38,0
20230203:0911,35.91,5.71,9.4,7.45,0
20230203:1011,232.28,12.17,10.04,8.14,0
20230203:1111,407.05,17,10.23,8.34,0
20230203:1211,249.77,19.78,10.34,9.17,0
20230203:1311,309.52,20.23,10.29,9.38,0
20230203:1411,313.52,18.32,10.22,9.17,0
20230203:1511,472.97,14.22,10.1,8.21,0
20230203:1611,214.96,8.33,9.96,7.93,0
20230203:1711,0,0,9.89,7.79,0
20230203:1811,0,0,9.83,7.79,0
20230203:1911,0,0,9.9,7.86,0
20230203:2011,0,0,9.78,8.07,0
20230203:2111,0,0,9.78,8.48,0
20230203:2211,0,0,9.46,8.83,0
20230203:2311,0,0,9.38,8.69,0
20230204:0011,0,0,9.4,8.69,0
20230204:0111,0,0,9.38,8.48,0
20230204:0211,0,0,9.37,8.07,0
20230204:0311,0,0,9.3,7.86,0
20230204:0411,0,0,9.32,7.93,0
20230204:0511,0,0,9.27,7.86,0
20230204:0611,0,0,9.37,8,0
20230204:0711,0,0,9.37,8.21,0
20230204:0811,0,0,9.5,8.55,0
20230204:0911,208.96,5.95,9.65,9.1,0
20230204:1011,47.78,12.43,9.83,10.07,0
20230204:1111,79.93,17.28,9.85,7.93,0
20230204:1211,81.77,20.07,8.52,8.14,0
20230204:1311,63.39,20.53,7.53,7.1,0
20230204:1411,66.15,18.61,7.48,5.59,0
20230204:1511,344.75,14.51,7.78,5.45,0
20230204:1611,315.35,8.61,8.11,5.03,0
20230204:1711,0,0,7.6,4.69,0
20230204:1811,0,0,6.62,4.07,0
20230204:1911,0,0,5.82,3.03,0
20230204:2011,0,0,5.57,2.21,0
20230204:2111,0,0,5.47,1.86,0
20230204:2211,0,0,5.37,1.17,0
20230204:2311,0,0,5.05,0.55,0
20230205:0011,0,0,4.01,2,0
20230205:0111,0,0,3.71,2.34,0
20230205:0211,0,0,3.59,2.21,0
20230205:0311,0,0,3.4,3.45,0
20230205:0411,0,0,3.29,4.07,0
20230205:0511,0,0,3.32,5.03,0
20230205:0611,0,0,3.5,5.93,0
20230205:0711,0,0,3.49,6.07,0
20230205:0811,0,0,3.45,6.76,0
20230205:0911,220.81,6.2,3.75,7.1,0
20230205:1011,206.35,12.7,4.84,6.62,0
20230205:1111,247.54,17.56,5.69,6.97,0
20230205:1211,89.12,20.37,6.68,7.24,0
20230205:1311,171.59,20.83,7.64,7.03,0
20230205:1411,352.46,18.91,8.34,6.76,0
20230205:1511,104.9,14.8,8.81,6.28,0
20230205:1611,112.49,8.89,9.11,6.9,0
20230205:1711,0,0,9.2,6.83,0
20230205:1811,0,0,9.22,6.69,0
20230205:1911,0,0,9.3,6.97,0
20230205:2011,0,0,9.15,6.97,0
20230205:2111,0,0,8.83,6.62,0
20230205:2211,0,0,8.3,6.76,0
20230205:2311,0,0,7.99,6.83,0
20230206:0011,0,0,7.89,6.9,0
20230206:0111,0,0,7.99,6.83,0
20230206:0211,0,0,8.03,6.69,0
20230206:0311,0,0,8.05,6.76,0
20230206:0411,0,0,8.08,7.38,0
20230206:0511,0,0,8.16,8.07,0
20230206:0611,0,0,8.33,8.28,0
20230206:0711,0,0,8.4,8.28,0
20230206:0811,0,0,8.51,8.07,0
20230206:0911,5.51,6.45,8.74,7.93,0
20230206:1011,22.97,12.97,8.81,8.21,0
20230206:1111,39.51,17.85,9.01,8,0
20230206:1211,56.04,20.67,9.12,8.62,0
20230206:1311,50.53,21.14,9.48,8.76,0
20230206:1411,46.86,19.22,9.76,7.79,0
20230206:1511,65.23,15.1,9.73,7.52,0
20230206:1611,39.51,9.17,9.62,7.52,0
20230206:1711,0.92,1.88,9.45,7.31,0
20230206:1811,0,0,9.31,7.31,0
20230206:1911,0,0,9.19,7.31,0
20230206:2011,0,0,9.13,7.45,0
20230206:2111,0,0,8.93,7.52,0
20230206:2211,0,0,8.7,7.1,0
20230206:2311,0,0,8.8,6.9,0
20230207:0011,0,0,8.91,7.1,0
20230207:0111,0,0,8.97,7.1,0
20230207:0211,0,0,9.04,6.97,0
20230207:0311,0,0,9.07,6.76,0
20230207:0411,0,0,8.9,5.31,0
20230207:0511,0,0,8.74,3.52,0
20230207:0611,0,0,8.56,2.21,0
20230207:0711,0,0,8.36,1.52,0
20230207:0811,0,0,8.12,1.72,0
20230207:0911,218.8,6.71,8.08,2.21,0
20230207:1011,122.69,13.25,8.17,1.86,0
20230207:1111,458.21,18.14,8.37,1.93,0
20230207:1211,561.57,20.97,8.63,1.79,0
20230207:1311,742.99,21.45,8.7,1.24,0
20230207:1411,565.79,19.52,8.84,1.17,0
20230207:1511,523.41,15.4,8.87,1.72,0
20230207:1611,339.61,9.46,8.59,1.66,0
20230207:1711,2.76,2.15,8.14,1.52,0
20230207:1811,0,0,7.43,1.79,0
20230207:1911,0,0,7.18,1.86,0
20230207:2011,0,0,6.67,1.86,0
20230207:2111,0,0,6.33,2.14,0
20230207:2211,0,0,6.56,2.97,0
20230207:2311,0,0,6.66,3.72,0
20230208:0011,0,0,6.92,4.55,0
20230208:0111,0,0,7.27,5.72,0
20230208:0211,0,0,7.62,7.03,0
20230208:0311,0,0,7.96,8.28,0
20230208:0411,0,0,7.95,9.03,0
20230208:0511,0,0,7.87,8.97,0
20230208:0611,0,0,7.73,9.03,0
20230208:0711,0,0,7.65,9.17,0
20230208:0811,0,0,7.67,9.52,0
20230208:0911,69.32,6.98,7.88,10.07,0
20230208:1011,75.87,13.53,8.41,10.21,0
20230208:1111,104.76,18.44,8.86,10.69,0
20230208:1211,112.93,21.28,9.2,11.17,0
20230208:1311,120.25,21.77,9.42,12,0
20230208:1411,60.64,19.84,9.46,12.07,0
20230208:1511,75.65,15.7,9.48,12.41,0
20230208:1611,25.73,9.75,9.51,12.55,0
20230208:1711,1.84,2.43,7.39,10.83,0
20230208:1811,0,0,5.41,8.62,0
20230208:1911,0,0,6.03,6.28,0
20230208:2011,0,0,6.33,5.93,0
20230208:2111,0,0,6.08,5.86,0
20230208:2211,0,0,5.96,5.1,0
20230208:2311,0,0,6.04,4.41,0
20230209:0011,0,0,6.17,4.9,0
20230209:0111,0,0,6.22,4.48,0
20230209:0211,0,0,6.26,4.48,0
20230209:0311,0,0,6.39,4.9,0
20230209:0411,0,0,6.68,5.17,0
20230209:0511,0,0,6.77,5.03,0
20230209:0611,0,0,6.81,4.69,0
20230209:0711,0,0,6.86,4.69,0
20230209:0811,0,0,6.92,4.83,0
20230209:0911,43.62,7.25,7.06,5.03,0
20230209:1011,58.8,13.81,7.48,5.45,0
20230209:1111,98.26,18.74,7.9,5.66,0
20230209:1211,111.97,21.6,7.95,5.93,0
20230209:1311,335.76,22.09,7.95,6.07,0
20230209:1411,215.55,20.15,7.94,6.07,0
20230209:1511,205.6,16,7.9,5.93,0
20230209:1611,141.33,10.04,7.76,6.14,0
20230209:1711,3.68,2.7,7.47,6.34,0
20230209:1811,0,0,7.28,6.07,0
20230209:1911,0,0,7.42,6.48,0
20230209:2011,0,0,7.56,6.62,0
20230209:2111,0,0,7.67,6.21,0
20230209:2211,0,0,7.56,6.69,0
20230209:2311,0,0,7.4,6.97,0
20230210:0011,0,0,7.41,7.1,0
20230210:0111,0,0,7.76,7.79,0
20230210:0211,0,0,8.36,8.21,0
20230210:0311,0,0,9.03,7.86,0
20230210:0411,0,0,9.41,7.59,0
20230210:0511,0,0,9.4,7.59,0
20230210:0611,0,0,9.5,7.52,0
20230210:0711,0,0,9.51,7.59,0
20230210:0811,0,0,9.46,7.59,0
20230210:0911,130.37,7.52,9.63,7.79,0
20230210:1011,164.61,14.11,9.69,7.45,0
20230210:1111,239.35,19.05,9.86,7.45,0
20230210:1211,229.16,21.92,9.9,7.66,0
20230210:1311,131.09,22.41,9.86,8.21,0
20230210:1411,86.36,20.47,9.82,7.72,0
20230210:1511,227.08,16.31,9.71,7.66,0
20230210:1611,72.16,10.33,9.57,7.17,0
20230210:1711,4.59,2.98,9.4,7.03,0
20230210:1811,0,0,9.24,6.69,0
20230210:1911,0,0,9.16,6.34,0
20230210:2011,0,0,9.11,6.14,0
20230210:2111,0,0,9.06,6.07,0
20230210:2211,0,0,9,5.66,0
20230210:2311,0,0,8.98,5.45,0
20230211:0011,0,0,9.01,5.31,0
20230211:0111,0,0,9.02,5.24,0
20230211:0211,0,0,8.96,5.38,0
20230211:0311,0,0,8.91,5.45,0
20230211:0411,0,0,8.84,5.52,0
20230211:0511,0,0,8.81,5.24,0
20230211:0611,0,0,8.85,5.03,0
20230211:0711,0,0,8.79,5.24,0
20230211:0811,0,0,8.84,5.59,0
20230211:0911,22.05,7.8,8.87,5.93,0
20230211:1011,36.75,14.4,8.82,6,0
20230211:1111,56.04,19.36,8.95,6,0
20230211:1211,56.04,22.24,9.04,5.79,0
20230211:1311,49.61,22.74,9.14,6,0
20230211:1411,60.64,20.79,9.3,5.86,0
20230211:1511,51.45,16.62,9.35,5.79,0
20230211:1611,36.75,10.62,9.38,5.52,0
20230211:1711,2.76,3.26,9.2,5.31,0
20230211:1811,0,0,9.02,5.17,0
20230211:1911,0,0,8.87,5.1,0
20230211:2011,0,0,8.74,5.31,0
20230211:2111,0,0,8.61,5.66,0
20230211:2211,0,0,8.47,5.52,0
20230211:2311,0,0,8.13,5.31,0
20230212:0011,0,0,7.8,5.45,0
20230212:0111,0,0,7.6,5.59,0
20230212:0211,0,0,7.57,5.59,0
20230212:0311,0,0,7.48,5.66,0
20230212:0411,0,0,7.51,5.79,0
20230212:0511,0,0,7.48,6,0
20230212:0611,0,0,7.58,6.21,0
20230212:0711,0,0,7.6,6.07,0
20230212:0811,0,0,7.73,6.07,0
20230212:0911,22.97,8.09,7.87,6,0
20230212:1011,39.51,14.7,8.21,6.34,0
20230212:1111,50.53,19.68,8.61,6,0
20230212:1211,50.53,22.57,8.8,6.55,0
20230212:1311,64.31,23.07,9.12,6.21,0
20230212:1411,100.15,21.12,9.33,5.45,0
20230212:1511,132.83,16.93,9.48,4.9,0
20230212:1611,99.26,10.92,9.35,4.07,0
20230212:1711,8.27,3.54,9.23,4.41,0
20230212:1811,0,0,9.02,5.03,0
20230212:1911,0,0,8.72,6,0
20230212:2011,0,0,8.41,6.83,0
20230212:2111,0,0,8.11,6.97,0
20230212:2211,0,0,7.69,6.83,0
20230212:2311,0,0,7.64,6.55,0
20230213:0011,0,0,7.77,6.34,0
20230213:0111,0,0,7.75,6.41,0
20230213:0211,0,0,7.69,6.62,0
20230213:0311,0,0,7.68,6.83,0
20230213:0411,0,0,7.65,6.76,0
20230213:0511,0,0,7.74,6.83,0
20230213:0611,0,0,7.67,6.97,0
20230213:0711,0,0,7.71,7.17,0
20230213:0811,0,0,7.68,7.31,0
20230213:0911,251.93,8.37,7.87,7.45,0
20230213:1011,512.29,15.01,8.24,7.38,0
20230213:1111,695.34,20,8.87,8.21,0
20230213:1211,787.87,22.9,9.51,8.28,0
20230213:1311,816.45,23.4,10.08,8.34,0
20230213:1411,764.65,21.44,10.56,8.28,0
20230213:1511,630.78,17.24,10.83,8.14,0
20230213:1611,402.48,11.22,10.73,7.86,0
20230213:1711,12.86,3.82,10.3,8.07,0
20230213:1811,0,0,9.77,8.28,0
20230213:1911,0,0,9.31,8.76,0
20230213:2011,0,0,9.02,9.24,0
20230213:2111,0,0,8.75,9.52,0
20230213:2211,0,0,8.71,9.86,0
20230213:2311,0,0,8.83,9.72,0
20230214:0011,0,0,8.92,9.52,0
20230214:0111,0,0,9.27,9.38,0
20230214:0211,0,0,9.66,9.45,0
20230214:0311,0,0,10.16,9.1,0
20230214:0411,0,0,10.41,8.83,0
20230214:0511,0,0,10.59,8.69,0
20230214:0611,0,0,10.81,8.69,0
20230214:0711,0,0,10.8,8.69,0
20230214:0811,0,0,10.8,8.76,0
20230214:0911,27.56,8.67,10.89,8.9,0
20230214:1011,112.36,15.32,11.16,9.45,0
20230214:1111,379.53,20.33,11.27,9.93,0
20230214:1211,449.87,23.24,11.45,9.86,0
20230214:1311,315.54,23.74,11.71,9.79,0
20230214:1411,116.41,21.77,11.93,9.31,0
20230214:1511,186.85,17.56,12.15,9.17,0
20230214:1611,22.97,11.52,12.04,9.66,0
20230214:1711,2.76,4.11,11.78,9.79,0
20230214:1811,0,0,11.5,9.79,0
20230214:1911,0,0,11.35,10,0
20230214:2011,0,0,11,10,0
20230214:2111,0,0,10.71,10.21,0
20230214:2211,0,0,10.49,11.45,0
20230214:2311,0,0,10.43,9.72,0
20230215:0011,0,0,10.04,6.41,0
20230215:0111,0,0,9.06,5.59,0
20230215:0211,0,0,7.65,4.07,0
20230215:0311,0,0,7.05,3.86,0
20230215:0411,0,0,7.04,5.59,0
20230215:0511,0,0,7.23,6.97,0
20230215:0611,0,0,7.38,7.79,0
20230215:0711,0,0,8,7.66,0
20230215:0811,0,0,8.27,8.07,0
20230215:0911,237.26,8.97,8.51,8.41,0
20230215:1011,112.93,15.63,8.93,9.31,0
20230215:1111,96.47,20.66,9.3,9.38,0
20230215:1211,742.06,23.58,9.68,10.21,0
20230215:1311,111.17,24.08,9.79,10.21,0
20230215:1411,93.71,22.11,9.67,9.52,0
20230215:1511,79.01,17.88,9.56,8.76,0
20230215:1611,77.83,11.82,9.43,8.76,0
20230215:1711,11.03,4.39,9.16,8.28,0
20230215:1811,0,0,8.78,8.34,0
20230215:1911,0,0,8.42,8.21,0
20230215:2011,0,0,8.22,7.38,0
20230215:2111,0,0,8.24,5.59,0
20230215:2211,0,0,9.17,5.24,0
20230215:2311,0,0,9.35,5.52,0
20230216:0011,0,0,9.26,4.83,0
20230216:0111,0,0,9.03,4.14,0
20230216:0211,0,0,8.87,4.07,0
20230216:0311,0,0,8.79,4.21,0
20230216:0411,0,0,8.7,4.55,0
20230216:0511,0,0,8.69,3.93,0
20230216:0611,0,0,8.42,3.52,0
20230216:0711,0,0,8.26,3.66,0
20230216:0811,0,0,8.01,4.21,0
20230216:0911,160.73,9.27,8.09,3.93,0
20230216:1011,147.59,15.95,8.48,5.03,0
20230216:1111,104.45,20.99,8.79,6.76,0
20230216:1211,69.83,23.92,9.17,8.48,0
20230216:1311,119.13,24.43,9.87,9.1,0
20230216:1411,114.64,22.44,10.76,10.55,0
20230216:1511,76.26,18.2,11.13,10.97,0
20230216:1611,49.61,12.12,11.08,10.97,0
20230216:1711,11.03,4.68,10.82,10.97,0
20230216:1811,0,0,10.63,10.97,0
20230216:1911,0,0,10.56,10.76,0
20230216:2011,0,0,10.55,10.76,0
20230216:2111,0,0,10.58,10.76,0
20230216:2211,0,0,10.63,11.52,0
20230216:2311,0,0,10.75,12.14,0
20230217:0011,0,0,10.89,12.34,0
20230217:0111,0,0,11,12.41,0
20230217:0211,0,0,11.09,12.28,0
20230217:0311,0,0,11.07,11.93,0
20230217:0411,0,0,10.85,11.31,0
20230217:0511,0,0,10.62,10.28,0
20230217:0611,0,0,10.44,9.31,0
20230217:0711,0,0,10.16,8.14,0
20230217:0811,0.92,1.71,9.9,7.1,0
20230217:0911,81.08,9.57,9.77,6.21,0
20230217:1011,125.11,16.27,9.79,5.17,0
20230217:1111,191.91,21.33,9.89,5.86,0
20230217:1211,226.95,24.27,10.11,5.86,0
20230217:1311,124.63,24.78,10.03,5.59,0
20230217:1411,83.61,22.78,10.11,6.14,0
20230217:1511,62.48,18.52,10.12,8.28,0
20230217:1611,30.32,12.42,10.07,10.14,0
20230217:1711,12.86,4.97,9.91,9.86,0
20230217:1811,0,0,9.88,10.41,0
20230217:1911,0,0,10.01,11.31,0
20230217:2011,0,0,10.17,12.07,0
20230217:2111,0,0,10.41,12.34,0
20230217:2211,0,0,10.63,12.21,0
20230217:2311,0,0,10.78,11.93,0
20230218:0011,0,0,10.77,11.59,0
20230218:0111,0,0,10.67,11.24,0
20230218:0211,0,0,10.52,10.83,0
20230218:0311,0,0,10.36,10.28,0
20230218:0411,0,0,10.25,9.86,0
20230218:0511,0,0,10.16,9.38,0
20230218:0611,0,0,10.04,9.17,0
20230218:0711,0,0,9.95,9.24,0
20230218:0811,0.92,2,9.83,9.38,0
20230218:0911,47.96,9.89,9.83,9.24,0
20230218:1011,111.36,16.6,9.97,8.83,0
20230218:1111,111.76,21.67,10.04,10.14,0
20230218:1211,149.37,24.62,10.11,10.28,0
20230218:1311,188.27,25.13,10.19,10.28,0
20230218:1411,99.23,23.12,10.04,9.86,0
20230218:1511,235.04,18.85,9.95,10.28,0
20230218:1611,166.38,12.73,9.8,9.1,0
20230218:1711,17.46,5.26,9.64,8.55,0
20230218:1811,0,0,9.51,7.93,0
20230218:1911,0,0,9.39,7.38,0
20230218:2011,0,0,9.3,7.03,0
20230218:2111,0,0,9.16,6.48,0
20230218:2211,0,0,8.98,5.59,0
20230218:2311,0,0,8.98,5.03,0
20230219:0011,0,0,8.83,3.93,0
20230219:0111,0,0,8.83,4.14,0
20230219:0211,0,0,8.81,4.97,0
20230219:0311,0,0,8.73,5.38,0
20230219:0411,0,0,8.88,5.59,0
20230219:0511,0,0,9.08,5.79,0
20230219:0611,0,0,9.2,6,0
20230219:0711,0,0,9.22,7.03,0
20230219:0811,1.84,2.31,9.15,7.66,0
20230219:0911,87.39,10.2,9.36,8.07,0
20230219:1011,325.12,16.93,9.65,8.62,0
20230219:1111,224.73,22.01,10,9.17,0
20230219:1211,265.42,24.98,10.12,9.86,0
20230219:1311,281.14,25.48,10.23,9.86,0
20230219:1411,169.95,23.47,10.04,9.93,0
20230219:1511,104.54,19.17,10.02,10,0
20230219:1611,100.17,13.03,9.97,9.86,0
20230219:1711,20.21,5.55,9.94,9.45,0
20230219:1811,0,0,9.9,9.86,0
20230219:1911,0,0,9.86,10.07,0
20230219:2011,0,0,9.8,10.21,0
20230219:2111,0,0,9.78,10.28,0
20230219:2211,0,0,9.69,10.55,0
20230219:2311,0,0,9.83,10.34,0
20230220:0011,0,0,9.95,10.14,0
20230220:0111,0,0,10.06,10.21,0
20230220:0211,0,0,10.06,10.21,0
20230220:0311,0,0,9.96,10.28,0
20230220:0411,0,0,9.86,10.21,0
20230220:0511,0,0,9.83,9.93,0
20230220:0611,0,0,9.84,9.66,0
20230220:0711,0,0,9.81,9.45,0
20230220:0811,3.68,2.61,9.82,9.03,0
20230220:0911,84.67,10.52,9.87,8.69,0
20230220:1011,86.07,17.27,9.98,8.14,0
20230220:1111,99.23,22.36,10.11,8.76,0
20230220:1211,83.61,25.33,9.93,8.69,0
20230220:1311,97.39,25.84,9.98,8.62,0
20230220:1411,99.23,23.81,9.99,8.62,0
20230220:1511,110.01,19.5,9.86,8.28,0
20230220:1611,146.86,13.34,9.93,7.79,0
20230220:1711,30.24,5.84,9.76,7.1,0
20230220:1811,0,0,9.67,7.24,0
20230220:1911,0,0,9.69,7.24,0
20230220:2011,0,0,9.75,7.17,0
20230220:2111,0,0,9.65,7.17,0
20230220:2211,0,0,9.48,7.59,0
20230220:2311,0,0,9.5,7.79,0
20230221:0011,0,0,9.51,7.79,0
20230221:0111,0,0,9.5,7.45,0
20230221:0211,0,0,9.5,6.97,0
20230221:0311,0,0,9.41,6.69,0
20230221:0411,0,0,9.34,6.9,0
20230221:0511,0,0,9.23,7.17,0
20230221:0611,0,0,9.26,7.38,0
20230221:0711,0,0,9.3,7.66,0
20230221:0811,4.59,2.92,9.29,7.86,0
20230221:0911,95.48,10.84,9.41,8.07,0
20230221:1011,143.28,17.6,9.6,8.28,0
20230221:1111,262.14,22.72,9.71,8.9,0
20230221:1211,501.98,25.7,9.92,9.38,0
20230221:1311,445.25,26.2,10.19,9.72,0
20230221:1411,224.53,24.16,10.18,10.28,0
20230221:1511,150.63,19.83,10.14,10,0
20230221:1611,17.46,13.65,9.78,9.24,0
20230221:1711,5.51,6.13,8.69,7.1,0
20230221:1811,0,0,7.55,7.79,0
20230221:1911,0,0,7.33,6.48,0
20230221:2011,0,0,7.15,6.21,0
20230221:2111,0,0,6.63,7.86,0
20230221:2211,0,0,6.68,8,0
20230221:2311,0,0,6.37,7.72,0
20230222:0011,0,0,5.89,8.76,0
20230222:0111,0,0,5.17,9.1,0
